id,breed
trapezoid-4427,trapezoid
triangle-866,triangle
semi_circle-1990,semi_circle
rectangle-3636,rectangle
triangle-1795,triangle
trapezoid-2528,trapezoid
semi_circle-4257,semi_circle
octagon-3996,octagon
square-726,square
octagon-2283,octagon
rectangle-3973,rectangle
square-1145,square
square-2030,square
triangle-3549,triangle
rectangle-2691,rectangle
hexagon-1286,hexagon
square-4523,square
star-1858,star
square-2164,square
square-2285,square
rectangle-3252,rectangle
trapezoid-3207,trapezoid
cross-109,cross
square-4541,square
triangle-1153,triangle
hexagon-279,hexagon
semi_circle-3702,semi_circle
square-1144,square
trapezoid-3408,trapezoid
heptagon-985,heptagon
cross-1654,cross
square-1017,square
rectangle-463,rectangle
hexagon-56,hexagon
heptagon-1060,heptagon
trapezoid-2426,trapezoid
pentagon-4105,pentagon
rectangle-1645,rectangle
square-6313,square
circle-253,circle
star-1298,star
triangle-597,triangle
star-104,star
square-1771,square
square-1522,square
semi_circle-1562,semi_circle
circle-996,circle
rectangle-754,rectangle
octagon-158,octagon
hexagon-1269,hexagon
square-4471,square
triangle-585,triangle
semi_circle-3139,semi_circle
octagon-4088,octagon
pentagon-672,pentagon
octagon-2064,octagon
octagon-666,octagon
quarter_circle-191,quarter_circle
rectangle-299,rectangle
trapezoid-230,trapezoid
rectangle-2094,rectangle
octagon-1838,octagon
circle-616,circle
trapezoid-2898,trapezoid
trapezoid-3602,trapezoid
triangle-86,triangle
square-1396,square
octagon-4766,octagon
trapezoid-651,trapezoid
octagon-1354,octagon
square-1101,square
hexagon-737,hexagon
trapezoid-1287,trapezoid
rectangle-1134,rectangle
circle-1479,circle
octagon-4796,octagon
circle-1839,circle
pentagon-582,pentagon
octagon-1131,octagon
pentagon-4215,pentagon
octagon-1381,octagon
star-2634,star
triangle-1997,triangle
circle-1814,circle
pentagon-931,pentagon
pentagon-1479,pentagon
semi_circle-33,semi_circle
trapezoid-3924,trapezoid
star-2216,star
hexagon-190,hexagon
triangle-287,triangle
triangle-2219,triangle
semi_circle-2167,semi_circle
triangle-3186,triangle
trapezoid-414,trapezoid
square-4849,square
star-1288,star
star-3624,star
square-4238,square
cross-332,cross
star-1774,star
rectangle-1330,rectangle
trapezoid-3225,trapezoid
star-673,star
rectangle-18,rectangle
semi_circle-4465,semi_circle
rectangle-4780,rectangle
circle-1568,circle
semi_circle-1426,semi_circle
hexagon-126,hexagon
cross-398,cross
rectangle-4819,rectangle
triangle-3415,triangle
semi_circle-965,semi_circle
cross-1145,cross
octagon-160,octagon
octagon-4042,octagon
rectangle-2708,rectangle
octagon-1538,octagon
hexagon-990,hexagon
trapezoid-118,trapezoid
pentagon-2816,pentagon
star-2904,star
rectangle-2602,rectangle
star-3066,star
star-3009,star
octagon-746,octagon
trapezoid-641,trapezoid
semi_circle-3802,semi_circle
cross-1554,cross
pentagon-1919,pentagon
star-1086,star
trapezoid-3018,trapezoid
square-400,square
trapezoid-2378,trapezoid
pentagon-2335,pentagon
octagon-1195,octagon
rectangle-559,rectangle
octagon-4639,octagon
trapezoid-3584,trapezoid
pentagon-1246,pentagon
square-1864,square
star-2683,star
octagon-2434,octagon
semi_circle-4451,semi_circle
cross-285,cross
square-2892,square
octagon-4266,octagon
octagon-4891,octagon
star-2138,star
octagon-1676,octagon
circle-1474,circle
cross-1928,cross
hexagon-1483,hexagon
octagon-1453,octagon
square-1001,square
square-4852,square
square-3561,square
square-6136,square
pentagon-4155,pentagon
pentagon-332,pentagon
rectangle-2532,rectangle
rectangle-3752,rectangle
octagon-1761,octagon
octagon-155,octagon
heptagon-344,heptagon
trapezoid-1201,trapezoid
hexagon-358,hexagon
hexagon-260,hexagon
star-2428,star
trapezoid-1393,trapezoid
hexagon-46,hexagon
octagon-1571,octagon
circle-1753,circle
star-3421,star
square-6150,square
trapezoid-3657,trapezoid
octagon-2438,octagon
octagon-4342,octagon
star-196,star
square-3108,square
rectangle-3614,rectangle
rectangle-106,rectangle
trapezoid-3760,trapezoid
square-3535,square
pentagon-2923,pentagon
square-892,square
pentagon-890,pentagon
pentagon-4432,pentagon
trapezoid-4232,trapezoid
square-1318,square
semi_circle-1352,semi_circle
triangle-3690,triangle
square-2293,square
triangle-525,triangle
triangle-286,triangle
star-3633,star
trapezoid-4138,trapezoid
semi_circle-948,semi_circle
circle-665,circle
square-2841,square
semi_circle-1425,semi_circle
circle-863,circle
quarter_circle-669,quarter_circle
trapezoid-910,trapezoid
hexagon-778,hexagon
rectangle-2241,rectangle
circle-215,circle
trapezoid-3219,trapezoid
octagon-2661,octagon
cross-100,cross
octagon-1449,octagon
star-3604,star
semi_circle-347,semi_circle
octagon-4956,octagon
rectangle-1842,rectangle
semi_circle-573,semi_circle
trapezoid-1286,trapezoid
triangle-4207,triangle
pentagon-2187,pentagon
square-6164,square
pentagon-3996,pentagon
triangle-1455,triangle
pentagon-3622,pentagon
square-6796,square
semi_circle-2528,semi_circle
heptagon-1548,heptagon
square-407,square
square-2542,square
square-5228,square
square-1161,square
cross-1377,cross
triangle-4100,triangle
semi_circle-438,semi_circle
square-2468,square
hexagon-502,hexagon
triangle-2605,triangle
pentagon-4935,pentagon
quarter_circle-43,quarter_circle
semi_circle-3354,semi_circle
square-1687,square
star-1098,star
star-1762,star
pentagon-1951,pentagon
square-591,square
pentagon-1143,pentagon
circle-358,circle
trapezoid-1552,trapezoid
trapezoid-1385,trapezoid
rectangle-3970,rectangle
trapezoid-4245,trapezoid
star-3696,star
rectangle-3389,rectangle
octagon-4612,octagon
cross-1677,cross
pentagon-2202,pentagon
triangle-951,triangle
square-4775,square
triangle-3551,triangle
square-3379,square
pentagon-1820,pentagon
semi_circle-2922,semi_circle
star-941,star
octagon-4945,octagon
triangle-2487,triangle
octagon-3529,octagon
triangle-4185,triangle
star-2832,star
pentagon-4792,pentagon
pentagon-1055,pentagon
star-3227,star
rectangle-1052,rectangle
rectangle-1059,rectangle
cross-722,cross
square-3015,square
circle-837,circle
quarter_circle-484,quarter_circle
triangle-2477,triangle
semi_circle-2861,semi_circle
star-1604,star
circle-877,circle
star-2567,star
circle-1589,circle
star-1556,star
heptagon-1518,heptagon
triangle-656,triangle
octagon-295,octagon
octagon-3602,octagon
trapezoid-1052,trapezoid
square-5709,square
octagon-1310,octagon
rectangle-997,rectangle
pentagon-509,pentagon
octagon-3250,octagon
circle-1794,circle
triangle-984,triangle
trapezoid-2245,trapezoid
quarter_circle-473,quarter_circle
pentagon-2217,pentagon
pentagon-3578,pentagon
square-4610,square
hexagon-1467,hexagon
trapezoid-1210,trapezoid
trapezoid-1367,trapezoid
semi_circle-776,semi_circle
rectangle-3738,rectangle
circle-1974,circle
star-1865,star
pentagon-162,pentagon
semi_circle-3945,semi_circle
semi_circle-4635,semi_circle
circle-1127,circle
rectangle-2289,rectangle
pentagon-360,pentagon
semi_circle-307,semi_circle
square-2451,square
triangle-1173,triangle
hexagon-947,hexagon
pentagon-1072,pentagon
hexagon-858,hexagon
trapezoid-1192,trapezoid
triangle-452,triangle
square-2912,square
pentagon-2422,pentagon
triangle-225,triangle
square-702,square
square-6802,square
square-5944,square
heptagon-340,heptagon
trapezoid-4394,trapezoid
octagon-2203,octagon
triangle-3029,triangle
rectangle-3088,rectangle
octagon-1849,octagon
rectangle-3952,rectangle
triangle-2608,triangle
heptagon-655,heptagon
rectangle-3524,rectangle
cross-1482,cross
triangle-1459,triangle
octagon-480,octagon
semi_circle-2314,semi_circle
square-2251,square
rectangle-4907,rectangle
star-2440,star
semi_circle-3845,semi_circle
trapezoid-3302,trapezoid
pentagon-1945,pentagon
semi_circle-2870,semi_circle
trapezoid-917,trapezoid
star-669,star
star-2470,star
triangle-2911,triangle
hexagon-887,hexagon
rectangle-4601,rectangle
rectangle-4043,rectangle
pentagon-3117,pentagon
pentagon-5090,pentagon
rectangle-4019,rectangle
pentagon-4526,pentagon
pentagon-2916,pentagon
hexagon-294,hexagon
rectangle-3486,rectangle
semi_circle-2871,semi_circle
rectangle-4056,rectangle
cross-1243,cross
rectangle-931,rectangle
trapezoid-3707,trapezoid
quarter_circle-592,quarter_circle
square-35,square
star-2741,star
semi_circle-4781,semi_circle
semi_circle-3631,semi_circle
rectangle-651,rectangle
circle-1218,circle
trapezoid-2655,trapezoid
triangle-2849,triangle
square-1891,square
square-2828,square
octagon-1298,octagon
star-276,star
trapezoid-2759,trapezoid
cross-418,cross
semi_circle-3575,semi_circle
octagon-4323,octagon
triangle-3714,triangle
rectangle-1121,rectangle
octagon-1475,octagon
semi_circle-2361,semi_circle
circle-2131,circle
star-903,star
octagon-283,octagon
star-1392,star
hexagon-423,hexagon
octagon-4815,octagon
octagon-2642,octagon
triangle-3362,triangle
octagon-186,octagon
octagon-2498,octagon
octagon-1119,octagon
rectangle-122,rectangle
cross-1327,cross
square-6504,square
trapezoid-443,trapezoid
cross-1228,cross
square-142,square
cross-150,cross
star-1714,star
circle-1897,circle
cross-1176,cross
square-751,square
circle-251,circle
octagon-2282,octagon
square-1074,square
octagon-3871,octagon
star-2436,star
octagon-4097,octagon
triangle-1728,triangle
star-530,star
pentagon-828,pentagon
rectangle-1976,rectangle
triangle-4330,triangle
square-1128,square
pentagon-4995,pentagon
star-154,star
semi_circle-1996,semi_circle
triangle-4306,triangle
pentagon-288,pentagon
semi_circle-3819,semi_circle
pentagon-377,pentagon
heptagon-1598,heptagon
trapezoid-2529,trapezoid
rectangle-2901,rectangle
octagon-717,octagon
pentagon-4096,pentagon
rectangle-3909,rectangle
star-3436,star
triangle-4273,triangle
trapezoid-1622,trapezoid
pentagon-4443,pentagon
star-2575,star
octagon-3970,octagon
triangle-3304,triangle
semi_circle-4685,semi_circle
square-494,square
octagon-1104,octagon
heptagon-1464,heptagon
star-3303,star
triangle-2252,triangle
octagon-1808,octagon
rectangle-3464,rectangle
pentagon-4766,pentagon
star-1330,star
semi_circle-3194,semi_circle
star-1110,star
semi_circle-2504,semi_circle
trapezoid-3811,trapezoid
quarter_circle-104,quarter_circle
pentagon-1912,pentagon
square-692,square
octagon-2488,octagon
rectangle-252,rectangle
trapezoid-4311,trapezoid
star-2344,star
octagon-3979,octagon
circle-1183,circle
circle-247,circle
star-3871,star
star-2184,star
semi_circle-3305,semi_circle
rectangle-75,rectangle
star-1631,star
square-1010,square
trapezoid-3475,trapezoid
triangle-2235,triangle
rectangle-909,rectangle
semi_circle-2710,semi_circle
star-3892,star
triangle-2778,triangle
circle-964,circle
cross-1920,cross
star-1290,star
square-6536,square
rectangle-1095,rectangle
trapezoid-38,trapezoid
triangle-1114,triangle
trapezoid-4093,trapezoid
rectangle-317,rectangle
circle-1750,circle
circle-931,circle
square-1496,square
semi_circle-3274,semi_circle
pentagon-3424,pentagon
square-551,square
rectangle-2391,rectangle
octagon-878,octagon
octagon-1602,octagon
square-5340,square
heptagon-90,heptagon
rectangle-4675,rectangle
star-2548,star
cross-1781,cross
octagon-2670,octagon
rectangle-704,rectangle
cross-1461,cross
triangle-2990,triangle
square-3183,square
square-6277,square
square-1740,square
octagon-3567,octagon
triangle-3299,triangle
octagon-3534,octagon
heptagon-351,heptagon
square-903,square
rectangle-2701,rectangle
square-4086,square
semi_circle-2762,semi_circle
square-1142,square
semi_circle-4190,semi_circle
triangle-2663,triangle
square-6692,square
trapezoid-745,trapezoid
star-1119,star
semi_circle-1161,semi_circle
triangle-947,triangle
pentagon-3806,pentagon
square-5892,square
circle-1202,circle
semi_circle-2986,semi_circle
pentagon-4585,pentagon
rectangle-3397,rectangle
pentagon-3090,pentagon
semi_circle-3807,semi_circle
semi_circle-3565,semi_circle
hexagon-538,hexagon
octagon-1477,octagon
triangle-85,triangle
square-2496,square
rectangle-1421,rectangle
rectangle-772,rectangle
star-3510,star
trapezoid-4328,trapezoid
semi_circle-2235,semi_circle
star-280,star
semi_circle-393,semi_circle
triangle-651,triangle
cross-65,cross
octagon-3468,octagon
star-904,star
star-1799,star
star-2065,star
heptagon-199,heptagon
square-3018,square
rectangle-4198,rectangle
semi_circle-425,semi_circle
octagon-722,octagon
pentagon-2791,pentagon
semi_circle-4439,semi_circle
rectangle-3769,rectangle
octagon-2804,octagon
octagon-3418,octagon
heptagon-318,heptagon
square-4582,square
pentagon-3568,pentagon
star-661,star
pentagon-4918,pentagon
star-1960,star
circle-1810,circle
circle-1887,circle
cross-1117,cross
semi_circle-2397,semi_circle
rectangle-2877,rectangle
trapezoid-2173,trapezoid
rectangle-370,rectangle
octagon-2550,octagon
triangle-4360,triangle
octagon-3610,octagon
trapezoid-907,trapezoid
square-5345,square
octagon-471,octagon
star-1752,star
octagon-3428,octagon
triangle-4069,triangle
star-569,star
semi_circle-528,semi_circle
cross-1788,cross
square-5232,square
star-1672,star
star-2177,star
trapezoid-922,trapezoid
square-4101,square
cross-570,cross
pentagon-1930,pentagon
hexagon-845,hexagon
quarter_circle-458,quarter_circle
octagon-1415,octagon
rectangle-2535,rectangle
hexagon-717,hexagon
trapezoid-3329,trapezoid
square-3178,square
pentagon-949,pentagon
triangle-2162,triangle
rectangle-839,rectangle
cross-1723,cross
trapezoid-2562,trapezoid
pentagon-2287,pentagon
star-2564,star
triangle-1774,triangle
star-3554,star
heptagon-543,heptagon
triangle-856,triangle
trapezoid-377,trapezoid
hexagon-104,hexagon
trapezoid-4204,trapezoid
trapezoid-3819,trapezoid
octagon-2832,octagon
square-4762,square
star-486,star
rectangle-4980,rectangle
semi_circle-3431,semi_circle
pentagon-3569,pentagon
trapezoid-755,trapezoid
square-2481,square
triangle-1548,triangle
semi_circle-3371,semi_circle
hexagon-666,hexagon
star-2864,star
pentagon-4636,pentagon
octagon-3365,octagon
square-3334,square
trapezoid-1432,trapezoid
heptagon-403,heptagon
triangle-131,triangle
semi_circle-4824,semi_circle
circle-666,circle
rectangle-5075,rectangle
circle-1958,circle
trapezoid-3165,trapezoid
trapezoid-3624,trapezoid
heptagon-316,heptagon
cross-852,cross
rectangle-2512,rectangle
star-421,star
semi_circle-672,semi_circle
triangle-3917,triangle
semi_circle-3559,semi_circle
square-3706,square
cross-709,cross
heptagon-664,heptagon
octagon-1559,octagon
rectangle-541,rectangle
semi_circle-1540,semi_circle
cross-779,cross
semi_circle-1226,semi_circle
square-507,square
trapezoid-4322,trapezoid
square-3536,square
circle-541,circle
triangle-1311,triangle
square-3747,square
circle-1464,circle
star-1486,star
trapezoid-2211,trapezoid
octagon-4852,octagon
semi_circle-2104,semi_circle
semi_circle-399,semi_circle
octagon-1889,octagon
octagon-645,octagon
triangle-2662,triangle
triangle-3876,triangle
hexagon-1108,hexagon
hexagon-591,hexagon
rectangle-3988,rectangle
square-4621,square
rectangle-2308,rectangle
square-2670,square
semi_circle-3120,semi_circle
octagon-4322,octagon
semi_circle-1769,semi_circle
pentagon-1453,pentagon
pentagon-4833,pentagon
octagon-1457,octagon
semi_circle-4443,semi_circle
hexagon-313,hexagon
triangle-1241,triangle
pentagon-276,pentagon
rectangle-2287,rectangle
hexagon-1427,hexagon
square-1216,square
square-3194,square
pentagon-137,pentagon
octagon-3699,octagon
rectangle-1745,rectangle
rectangle-1322,rectangle
semi_circle-1888,semi_circle
semi_circle-2508,semi_circle
pentagon-4401,pentagon
pentagon-3095,pentagon
octagon-765,octagon
square-708,square
semi_circle-298,semi_circle
trapezoid-1770,trapezoid
rectangle-4290,rectangle
pentagon-2369,pentagon
octagon-1721,octagon
octagon-794,octagon
square-5229,square
circle-721,circle
rectangle-2664,rectangle
square-4776,square
cross-384,cross
rectangle-1852,rectangle
rectangle-4682,rectangle
hexagon-640,hexagon
square-2523,square
square-4585,square
trapezoid-3905,trapezoid
octagon-952,octagon
heptagon-147,heptagon
pentagon-499,pentagon
octagon-1666,octagon
rectangle-130,rectangle
triangle-521,triangle
square-2069,square
pentagon-926,pentagon
octagon-3931,octagon
square-4639,square
square-2623,square
pentagon-361,pentagon
star-3133,star
circle-1702,circle
rectangle-3200,rectangle
star-2595,star
triangle-3322,triangle
octagon-3964,octagon
heptagon-1558,heptagon
rectangle-3653,rectangle
square-6457,square
cross-1430,cross
quarter_circle-812,quarter_circle
semi_circle-2941,semi_circle
triangle-2342,triangle
square-2026,square
octagon-121,octagon
octagon-2579,octagon
rectangle-3102,rectangle
octagon-1574,octagon
semi_circle-128,semi_circle
trapezoid-3064,trapezoid
square-4206,square
square-4819,square
cross-11,cross
square-3965,square
rectangle-4790,rectangle
star-2326,star
triangle-2980,triangle
square-2428,square
square-1225,square
octagon-3114,octagon
octagon-1248,octagon
hexagon-178,hexagon
circle-116,circle
circle-1791,circle
square-366,square
rectangle-2219,rectangle
triangle-1827,triangle
triangle-964,triangle
trapezoid-2627,trapezoid
pentagon-4795,pentagon
semi_circle-1947,semi_circle
rectangle-890,rectangle
rectangle-1122,rectangle
pentagon-4693,pentagon
rectangle-4594,rectangle
triangle-3161,triangle
square-2117,square
octagon-4275,octagon
octagon-3763,octagon
pentagon-362,pentagon
cross-1186,cross
pentagon-1481,pentagon
pentagon-2303,pentagon
pentagon-2887,pentagon
star-323,star
semi_circle-4731,semi_circle
pentagon-2556,pentagon
cross-480,cross
trapezoid-2164,trapezoid
pentagon-160,pentagon
square-2170,square
square-866,square
rectangle-3341,rectangle
octagon-3664,octagon
hexagon-328,hexagon
octagon-4932,octagon
semi_circle-29,semi_circle
square-6606,square
octagon-3598,octagon
trapezoid-3975,trapezoid
pentagon-3488,pentagon
rectangle-358,rectangle
rectangle-1329,rectangle
square-1758,square
square-838,square
triangle-3703,triangle
triangle-974,triangle
semi_circle-3250,semi_circle
semi_circle-1550,semi_circle
rectangle-1182,rectangle
triangle-235,triangle
heptagon-1434,heptagon
octagon-1545,octagon
semi_circle-3451,semi_circle
octagon-1156,octagon
circle-586,circle
octagon-670,octagon
pentagon-2573,pentagon
circle-1292,circle
semi_circle-4574,semi_circle
rectangle-727,rectangle
semi_circle-3017,semi_circle
semi_circle-3632,semi_circle
cross-1959,cross
octagon-2571,octagon
heptagon-1580,heptagon
rectangle-407,rectangle
semi_circle-3406,semi_circle
square-4619,square
semi_circle-4777,semi_circle
square-5744,square
triangle-1679,triangle
square-1844,square
triangle-1201,triangle
triangle-3405,triangle
square-5311,square
octagon-1637,octagon
heptagon-806,heptagon
rectangle-3178,rectangle
rectangle-2875,rectangle
octagon-4410,octagon
octagon-2921,octagon
pentagon-3992,pentagon
star-2592,star
semi_circle-3852,semi_circle
semi_circle-4318,semi_circle
rectangle-5124,rectangle
star-3850,star
square-5119,square
star-1971,star
semi_circle-3159,semi_circle
circle-1141,circle
rectangle-3043,rectangle
star-342,star
octagon-3805,octagon
quarter_circle-742,quarter_circle
star-1273,star
square-1770,square
square-5643,square
cross-1667,cross
square-2838,square
star-3881,star
semi_circle-4335,semi_circle
cross-1548,cross
star-2498,star
rectangle-2916,rectangle
pentagon-2143,pentagon
triangle-4177,triangle
square-2298,square
rectangle-4271,rectangle
square-437,square
circle-523,circle
trapezoid-3855,trapezoid
pentagon-2259,pentagon
pentagon-643,pentagon
trapezoid-4577,trapezoid
pentagon-3326,pentagon
trapezoid-2189,trapezoid
octagon-1778,octagon
square-1865,square
square-3664,square
hexagon-16,hexagon
trapezoid-2200,trapezoid
circle-807,circle
trapezoid-4399,trapezoid
square-1229,square
rectangle-2499,rectangle
quarter_circle-910,quarter_circle
cross-1063,cross
quarter_circle-836,quarter_circle
rectangle-3310,rectangle
pentagon-221,pentagon
square-4859,square
triangle-269,triangle
cross-1096,cross
semi_circle-112,semi_circle
trapezoid-394,trapezoid
pentagon-4121,pentagon
circle-978,circle
trapezoid-4079,trapezoid
rectangle-2992,rectangle
square-6178,square
rectangle-1913,rectangle
trapezoid-2472,trapezoid
pentagon-1798,pentagon
triangle-3138,triangle
triangle-534,triangle
trapezoid-170,trapezoid
octagon-1589,octagon
square-3397,square
pentagon-3155,pentagon
trapezoid-2090,trapezoid
pentagon-2027,pentagon
cross-227,cross
star-2812,star
cross-523,cross
triangle-402,triangle
semi_circle-1111,semi_circle
triangle-1388,triangle
cross-963,cross
octagon-1891,octagon
semi_circle-4548,semi_circle
semi_circle-663,semi_circle
cross-1813,cross
pentagon-3463,pentagon
trapezoid-3420,trapezoid
circle-1802,circle
octagon-3642,octagon
semi_circle-3924,semi_circle
triangle-4336,triangle
semi_circle-1633,semi_circle
square-2592,square
rectangle-4274,rectangle
rectangle-4779,rectangle
semi_circle-877,semi_circle
rectangle-4845,rectangle
trapezoid-1151,trapezoid
star-2637,star
square-5042,square
trapezoid-1516,trapezoid
pentagon-1669,pentagon
square-4324,square
semi_circle-453,semi_circle
semi_circle-2226,semi_circle
circle-110,circle
octagon-4048,octagon
square-5151,square
rectangle-4635,rectangle
rectangle-1249,rectangle
semi_circle-1043,semi_circle
cross-1971,cross
square-4972,square
octagon-2639,octagon
heptagon-120,heptagon
semi_circle-2787,semi_circle
triangle-3988,triangle
rectangle-2620,rectangle
triangle-1816,triangle
semi_circle-918,semi_circle
square-3328,square
semi_circle-1946,semi_circle
triangle-2483,triangle
rectangle-1894,rectangle
square-1832,square
semi_circle-1440,semi_circle
pentagon-4285,pentagon
octagon-770,octagon
triangle-3018,triangle
star-436,star
circle-855,circle
triangle-1475,triangle
pentagon-4527,pentagon
triangle-277,triangle
semi_circle-4416,semi_circle
star-3780,star
star-618,star
octagon-1926,octagon
rectangle-4541,rectangle
semi_circle-4045,semi_circle
trapezoid-3504,trapezoid
octagon-1207,octagon
semi_circle-518,semi_circle
quarter_circle-679,quarter_circle
trapezoid-1155,trapezoid
triangle-3533,triangle
cross-86,cross
octagon-4918,octagon
hexagon-1268,hexagon
star-2307,star
hexagon-650,hexagon
square-3216,square
semi_circle-4831,semi_circle
cross-434,cross
semi_circle-2703,semi_circle
rectangle-1362,rectangle
star-3798,star
semi_circle-4204,semi_circle
trapezoid-127,trapezoid
circle-1376,circle
rectangle-2840,rectangle
square-850,square
square-3843,square
pentagon-2900,pentagon
rectangle-2385,rectangle
triangle-2610,triangle
cross-2013,cross
pentagon-4070,pentagon
trapezoid-523,trapezoid
pentagon-4013,pentagon
cross-1534,cross
heptagon-477,heptagon
semi_circle-4044,semi_circle
star-2397,star
hexagon-193,hexagon
rectangle-4166,rectangle
heptagon-839,heptagon
square-412,square
square-3702,square
triangle-3082,triangle
star-1896,star
trapezoid-2123,trapezoid
square-6686,square
trapezoid-4218,trapezoid
triangle-759,triangle
trapezoid-1584,trapezoid
star-1560,star
hexagon-1030,hexagon
triangle-36,triangle
square-5470,square
pentagon-4339,pentagon
triangle-3316,triangle
semi_circle-386,semi_circle
semi_circle-3948,semi_circle
heptagon-53,heptagon
rectangle-4188,rectangle
trapezoid-2241,trapezoid
octagon-4508,octagon
octagon-2082,octagon
square-5980,square
pentagon-1987,pentagon
semi_circle-3351,semi_circle
hexagon-527,hexagon
pentagon-3440,pentagon
star-3187,star
semi_circle-3306,semi_circle
pentagon-1504,pentagon
trapezoid-1597,trapezoid
rectangle-4211,rectangle
square-2291,square
octagon-2977,octagon
square-1315,square
square-6576,square
pentagon-3217,pentagon
cross-823,cross
semi_circle-667,semi_circle
star-3376,star
pentagon-4683,pentagon
octagon-4236,octagon
star-537,star
hexagon-446,hexagon
triangle-1267,triangle
star-700,star
octagon-3870,octagon
rectangle-2894,rectangle
square-4522,square
rectangle-4783,rectangle
rectangle-3063,rectangle
semi_circle-4355,semi_circle
circle-1272,circle
trapezoid-3535,trapezoid
semi_circle-743,semi_circle
pentagon-1229,pentagon
circle-1631,circle
rectangle-281,rectangle
octagon-3606,octagon
circle-1986,circle
pentagon-4069,pentagon
square-5234,square
octagon-4734,octagon
triangle-4332,triangle
octagon-1503,octagon
rectangle-5110,rectangle
semi_circle-3678,semi_circle
pentagon-4544,pentagon
rectangle-1959,rectangle
square-5722,square
square-91,square
pentagon-4913,pentagon
triangle-756,triangle
circle-32,circle
trapezoid-1900,trapezoid
star-594,star
rectangle-242,rectangle
cross-1988,cross
octagon-4775,octagon
trapezoid-1403,trapezoid
square-6617,square
heptagon-1507,heptagon
octagon-4691,octagon
star-1242,star
semi_circle-4324,semi_circle
square-4195,square
square-583,square
square-2696,square
square-6337,square
semi_circle-108,semi_circle
heptagon-193,heptagon
trapezoid-3371,trapezoid
square-1312,square
octagon-3475,octagon
trapezoid-675,trapezoid
star-1287,star
cross-615,cross
pentagon-161,pentagon
triangle-4189,triangle
octagon-375,octagon
semi_circle-2564,semi_circle
square-5073,square
square-38,square
heptagon-1279,heptagon
trapezoid-1835,trapezoid
rectangle-3314,rectangle
semi_circle-2392,semi_circle
rectangle-4296,rectangle
square-641,square
square-2631,square
rectangle-1315,rectangle
octagon-974,octagon
semi_circle-3944,semi_circle
triangle-1113,triangle
pentagon-2946,pentagon
square-740,square
rectangle-5113,rectangle
square-1929,square
triangle-1777,triangle
circle-311,circle
semi_circle-1074,semi_circle
semi_circle-4343,semi_circle
square-4051,square
cross-1729,cross
heptagon-1328,heptagon
pentagon-2072,pentagon
semi_circle-4300,semi_circle
octagon-2013,octagon
square-4228,square
pentagon-3786,pentagon
semi_circle-2480,semi_circle
hexagon-880,hexagon
circle-1636,circle
quarter_circle-288,quarter_circle
hexagon-883,hexagon
cross-669,cross
octagon-2861,octagon
triangle-3433,triangle
quarter_circle-825,quarter_circle
octagon-1349,octagon
trapezoid-415,trapezoid
pentagon-660,pentagon
square-2067,square
triangle-1849,triangle
circle-979,circle
cross-312,cross
trapezoid-3395,trapezoid
semi_circle-2068,semi_circle
triangle-2368,triangle
cross-2033,cross
cross-881,cross
square-2039,square
octagon-209,octagon
rectangle-1557,rectangle
pentagon-3393,pentagon
square-2572,square
octagon-3198,octagon
octagon-1979,octagon
trapezoid-3255,trapezoid
square-4631,square
pentagon-3626,pentagon
cross-1447,cross
octagon-1862,octagon
pentagon-836,pentagon
square-3174,square
square-1077,square
quarter_circle-453,quarter_circle
triangle-2289,triangle
trapezoid-1821,trapezoid
trapezoid-4333,trapezoid
triangle-3800,triangle
triangle-1889,triangle
octagon-4238,octagon
pentagon-1177,pentagon
square-3244,square
pentagon-3798,pentagon
square-4494,square
circle-832,circle
star-432,star
cross-1568,cross
trapezoid-2269,trapezoid
semi_circle-4054,semi_circle
pentagon-4165,pentagon
heptagon-417,heptagon
octagon-4202,octagon
pentagon-3438,pentagon
square-26,square
star-1982,star
square-2911,square
semi_circle-2358,semi_circle
square-6458,square
pentagon-820,pentagon
semi_circle-4230,semi_circle
octagon-2218,octagon
rectangle-1053,rectangle
square-3099,square
octagon-3093,octagon
pentagon-1090,pentagon
rectangle-115,rectangle
star-3300,star
trapezoid-2572,trapezoid
star-1548,star
semi_circle-2375,semi_circle
trapezoid-4083,trapezoid
octagon-1982,octagon
square-6193,square
pentagon-3868,pentagon
octagon-1537,octagon
rectangle-4536,rectangle
cross-1867,cross
trapezoid-1449,trapezoid
star-2997,star
circle-366,circle
heptagon-331,heptagon
pentagon-677,pentagon
rectangle-3864,rectangle
trapezoid-2473,trapezoid
rectangle-916,rectangle
octagon-4161,octagon
rectangle-4894,rectangle
triangle-2885,triangle
trapezoid-2418,trapezoid
cross-948,cross
trapezoid-2961,trapezoid
octagon-3116,octagon
pentagon-1834,pentagon
cross-1351,cross
square-697,square
semi_circle-1432,semi_circle
pentagon-2257,pentagon
cross-74,cross
semi_circle-538,semi_circle
trapezoid-947,trapezoid
cross-1514,cross
semi_circle-2531,semi_circle
square-6063,square
trapezoid-4524,trapezoid
trapezoid-1856,trapezoid
semi_circle-36,semi_circle
square-3924,square
semi_circle-2764,semi_circle
rectangle-2689,rectangle
trapezoid-4210,trapezoid
square-3554,square
rectangle-2684,rectangle
heptagon-203,heptagon
pentagon-128,pentagon
star-1274,star
trapezoid-1161,trapezoid
square-6719,square
rectangle-292,rectangle
cross-2080,cross
cross-34,cross
rectangle-3504,rectangle
